Case,Task,No,PriceDev1,PriceDev2,PriceDev3,case_mean_price,case_sd_price,TaskFrac,IsFirstTask
1,1,1,-4.52631578947368,-4.52631578947368,-4.52631578947368,6.52631578947368,3.35998120295494,0.0526315789473684,1
1,2,2,1.47368421052632,0.473684210526316,5.47368421052632,6.52631578947368,3.35998120295494,0.105263157894737,0
1,3,3,-2.52631578947368,-0.526315789473684,0.473684210526316,6.52631578947368,3.35998120295494,0.157894736842105,0
1,4,4,-3.52631578947368,0.473684210526316,3.47368421052632,6.52631578947368,3.35998120295494,0.210526315789474,0
1,5,5,-5.52631578947368,-2.52631578947368,-4.52631578947368,6.52631578947368,3.35998120295494,0.263157894736842,0
1,6,6,-5.52631578947368,0.473684210526316,4.47368421052632,6.52631578947368,3.35998120295494,0.315789473684211,0
1,7,7,-3.52631578947368,-4.52631578947368,5.47368421052632,6.52631578947368,3.35998120295494,0.368421052631579,0
1,8,8,-2.52631578947368,4.47368421052632,4.47368421052632,6.52631578947368,3.35998120295494,0.421052631578947,0
1,9,9,4.47368421052632,-2.52631578947368,4.47368421052632,6.52631578947368,3.35998120295494,0.473684210526316,0
1,10,10,-0.526315789473684,-1.52631578947368,1.47368421052632,6.52631578947368,3.35998120295494,0.526315789473684,0
1,11,11,0.473684210526316,-0.526315789473684,-0.526315789473684,6.52631578947368,3.35998120295494,0.578947368421053,0
1,12,12,1.47368421052632,1.47368421052632,-5.52631578947368,6.52631578947368,3.35998120295494,0.631578947368421,0
1,13,13,3.47368421052632,2.47368421052632,-3.52631578947368,6.52631578947368,3.35998120295494,0.68421052631579,0
1,14,14,2.47368421052632,-0.526315789473684,3.47368421052632,6.52631578947368,3.35998120295494,0.736842105263158,0
1,15,15,-0.526315789473684,-3.52631578947368,3.47368421052632,6.52631578947368,3.35998120295494,0.789473684210526,0
1,16,16,1.47368421052632,3.47368421052632,1.47368421052632,6.52631578947368,3.35998120295494,0.842105263157895,0
1,17,17,2.47368421052632,-0.526315789473684,4.47368421052632,6.52631578947368,3.35998120295494,0.894736842105263,0
1,18,18,0.473684210526316,-4.52631578947368,5.47368421052632,6.52631578947368,3.35998120295494,0.947368421052632,0
1,19,19,1.47368421052632,-4.52631578947368,-3.52631578947368,6.52631578947368,3.35998120295494,1,0
2,1,20,-5.21052631578947,-4.21052631578947,3.78947368421053,6.21052631578947,3.2935914077041,0.0526315789473684,1
2,2,21,-5.21052631578947,1.78947368421053,2.78947368421053,6.21052631578947,3.2935914077041,0.105263157894737,0
2,3,22,5.78947368421053,-1.21052631578947,-1.21052631578947,6.21052631578947,3.2935914077041,0.157894736842105,0
2,4,23,-2.21052631578947,-5.21052631578947,-3.21052631578947,6.21052631578947,3.2935914077041,0.210526315789474,0
2,5,24,4.78947368421053,-3.21052631578947,1.78947368421053,6.21052631578947,3.2935914077041,0.263157894736842,0
2,6,25,-1.21052631578947,2.78947368421053,-4.21052631578947,6.21052631578947,3.2935914077041,0.315789473684211,0
2,7,26,0.789473684210527,-2.21052631578947,-5.21052631578947,6.21052631578947,3.2935914077041,0.368421052631579,0
2,8,27,-2.21052631578947,0.789473684210527,-4.21052631578947,6.21052631578947,3.2935914077041,0.421052631578947,0
2,9,28,1.78947368421053,1.78947368421053,-3.21052631578947,6.21052631578947,3.2935914077041,0.473684210526316,0
2,10,29,4.78947368421053,-3.21052631578947,0.789473684210527,6.21052631578947,3.2935914077041,0.526315789473684,0
2,11,30,-4.21052631578947,1.78947368421053,3.78947368421053,6.21052631578947,3.2935914077041,0.578947368421053,0
2,12,31,2.78947368421053,-0.210526315789473,-2.21052631578947,6.21052631578947,3.2935914077041,0.631578947368421,0
2,13,32,5.78947368421053,1.78947368421053,4.78947368421053,6.21052631578947,3.2935914077041,0.68421052631579,0
2,14,33,-0.210526315789473,1.78947368421053,-0.210526315789473,6.21052631578947,3.2935914077041,0.736842105263158,0
2,15,34,-1.21052631578947,3.78947368421053,-0.210526315789473,6.21052631578947,3.2935914077041,0.789473684210526,0
2,16,35,-3.21052631578947,-3.21052631578947,3.78947368421053,6.21052631578947,3.2935914077041,0.842105263157895,0
2,17,36,-1.21052631578947,1.78947368421053,3.78947368421053,6.21052631578947,3.2935914077041,0.894736842105263,0
2,18,37,-2.21052631578947,5.78947368421053,-1.21052631578947,6.21052631578947,3.2935914077041,0.947368421052632,0
2,19,38,-0.210526315789473,-4.21052631578947,4.78947368421053,6.21052631578947,3.2935914077041,1,0
3,1,39,1.98245614035088,-0.0175438596491224,-4.01754385964912,7.01754385964912,3.56816893853624,0.0526315789473684,1
3,2,40,-0.0175438596491224,4.98245614035088,3.98245614035088,7.01754385964912,3.56816893853624,0.105263157894737,0
3,3,41,2.98245614035088,2.98245614035088,-1.01754385964912,7.01754385964912,3.56816893853624,0.157894736842105,0
3,4,42,-5.01754385964912,2.98245614035088,-0.0175438596491224,7.01754385964912,3.56816893853624,0.210526315789474,0
3,5,43,-3.01754385964912,1.98245614035088,3.98245614035088,7.01754385964912,3.56816893853624,0.263157894736842,0
3,6,44,3.98245614035088,0.982456140350878,-4.01754385964912,7.01754385964912,3.56816893853624,0.315789473684211,0
3,7,45,3.98245614035088,0.982456140350878,-2.01754385964912,7.01754385964912,3.56816893853624,0.368421052631579,0
3,8,46,-0.0175438596491224,1.98245614035088,-0.0175438596491224,7.01754385964912,3.56816893853624,0.421052631578947,0
3,9,47,-5.01754385964912,-5.01754385964912,-0.0175438596491224,7.01754385964912,3.56816893853624,0.473684210526316,0
3,10,48,2.98245614035088,-5.01754385964912,3.98245614035088,7.01754385964912,3.56816893853624,0.526315789473684,0
3,11,49,1.98245614035088,-6.01754385964912,-5.01754385964912,7.01754385964912,3.56816893853624,0.578947368421053,0
3,12,50,3.98245614035088,-6.01754385964912,4.98245614035088,7.01754385964912,3.56816893853624,0.631578947368421,0
3,13,51,-5.01754385964912,-0.0175438596491224,-5.01754385964912,7.01754385964912,3.56816893853624,0.68421052631579,0
3,14,52,4.98245614035088,-6.01754385964912,2.98245614035088,7.01754385964912,3.56816893853624,0.736842105263158,0
3,15,53,-2.01754385964912,2.98245614035088,-3.01754385964912,7.01754385964912,3.56816893853624,0.789473684210526,0
3,16,54,-6.01754385964912,-0.0175438596491224,0.982456140350878,7.01754385964912,3.56816893853624,0.842105263157895,0
3,17,55,3.98245614035088,-2.01754385964912,-2.01754385964912,7.01754385964912,3.56816893853624,0.894736842105263,0
3,18,56,1.98245614035088,1.98245614035088,4.98245614035088,7.01754385964912,3.56816893853624,0.947368421052632,0
3,19,57,4.98245614035088,-3.01754385964912,-0.0175438596491224,7.01754385964912,3.56816893853624,1,0
4,1,58,4.54385964912281,5.54385964912281,0.543859649122807,6.45614035087719,3.52070495902757,0.0526315789473684,1
4,2,59,-4.45614035087719,-4.45614035087719,3.54385964912281,6.45614035087719,3.52070495902757,0.105263157894737,0
4,3,60,5.54385964912281,2.54385964912281,1.54385964912281,6.45614035087719,3.52070495902757,0.157894736842105,0
4,4,61,-2.45614035087719,-2.45614035087719,-3.45614035087719,6.45614035087719,3.52070495902757,0.210526315789474,0
4,5,62,0.543859649122807,-1.45614035087719,-3.45614035087719,6.45614035087719,3.52070495902757,0.263157894736842,0
4,6,63,3.54385964912281,3.54385964912281,4.54385964912281,6.45614035087719,3.52070495902757,0.315789473684211,0
4,7,64,0.543859649122807,-3.45614035087719,-1.45614035087719,6.45614035087719,3.52070495902757,0.368421052631579,0
4,8,65,0.543859649122807,3.54385964912281,-2.45614035087719,6.45614035087719,3.52070495902757,0.421052631578947,0
4,9,66,4.54385964912281,2.54385964912281,2.54385964912281,6.45614035087719,3.52070495902757,0.473684210526316,0
4,10,67,-5.45614035087719,3.54385964912281,1.54385964912281,6.45614035087719,3.52070495902757,0.526315789473684,0
4,11,68,-5.45614035087719,-3.45614035087719,-1.45614035087719,6.45614035087719,3.52070495902757,0.578947368421053,0
4,12,69,5.54385964912281,-5.45614035087719,-2.45614035087719,6.45614035087719,3.52070495902757,0.631578947368421,0
4,13,70,3.54385964912281,-1.45614035087719,-2.45614035087719,6.45614035087719,3.52070495902757,0.68421052631579,0
4,14,71,-2.45614035087719,-4.45614035087719,-0.456140350877193,6.45614035087719,3.52070495902757,0.736842105263158,0
4,15,72,5.54385964912281,-3.45614035087719,-4.45614035087719,6.45614035087719,3.52070495902757,0.789473684210526,0
4,16,73,5.54385964912281,0.543859649122807,-0.456140350877193,6.45614035087719,3.52070495902757,0.842105263157895,0
4,17,74,-0.456140350877193,-2.45614035087719,4.54385964912281,6.45614035087719,3.52070495902757,0.894736842105263,0
4,18,75,3.54385964912281,0.543859649122807,-4.45614035087719,6.45614035087719,3.52070495902757,0.947368421052632,0
4,19,76,-3.45614035087719,3.54385964912281,-4.45614035087719,6.45614035087719,3.52070495902757,1,0
5,1,77,3.63157894736842,4.63157894736842,-0.368421052631579,7.36842105263158,3.67730286908455,0.0526315789473684,1
5,2,78,-1.36842105263158,-2.36842105263158,-5.36842105263158,7.36842105263158,3.67730286908455,0.105263157894737,0
5,3,79,2.63157894736842,4.63157894736842,-1.36842105263158,7.36842105263158,3.67730286908455,0.157894736842105,0
5,4,80,-2.36842105263158,3.63157894736842,3.63157894736842,7.36842105263158,3.67730286908455,0.210526315789474,0
5,5,81,-2.36842105263158,-4.36842105263158,4.63157894736842,7.36842105263158,3.67730286908455,0.263157894736842,0
5,6,82,4.63157894736842,-5.36842105263158,-3.36842105263158,7.36842105263158,3.67730286908455,0.315789473684211,0
5,7,83,-3.36842105263158,4.63157894736842,-6.36842105263158,7.36842105263158,3.67730286908455,0.368421052631579,0
5,8,84,2.63157894736842,-6.36842105263158,-1.36842105263158,7.36842105263158,3.67730286908455,0.421052631578947,0
5,9,85,-2.36842105263158,0.631578947368421,-3.36842105263158,7.36842105263158,3.67730286908455,0.473684210526316,0
5,10,86,0.631578947368421,3.63157894736842,3.63157894736842,7.36842105263158,3.67730286908455,0.526315789473684,0
5,11,87,0.631578947368421,4.63157894736842,-5.36842105263158,7.36842105263158,3.67730286908455,0.578947368421053,0
5,12,88,-0.368421052631579,1.63157894736842,-3.36842105263158,7.36842105263158,3.67730286908455,0.631578947368421,0
5,13,89,-0.368421052631579,4.63157894736842,3.63157894736842,7.36842105263158,3.67730286908455,0.68421052631579,0
5,14,90,-0.368421052631579,-3.36842105263158,-3.36842105263158,7.36842105263158,3.67730286908455,0.736842105263158,0
5,15,91,-1.36842105263158,-2.36842105263158,4.63157894736842,7.36842105263158,3.67730286908455,0.789473684210526,0
5,16,92,4.63157894736842,-0.368421052631579,4.63157894736842,7.36842105263158,3.67730286908455,0.842105263157895,0
5,17,93,3.63157894736842,-4.36842105263158,-4.36842105263158,7.36842105263158,3.67730286908455,0.894736842105263,0
5,18,94,-6.36842105263158,-1.36842105263158,4.63157894736842,7.36842105263158,3.67730286908455,0.947368421052632,0
5,19,95,-3.36842105263158,4.63157894736842,2.63157894736842,7.36842105263158,3.67730286908455,1,0
6,1,96,-1.07017543859649,2.92982456140351,2.92982456140351,7.07017543859649,3.41665902560427,0.0526315789473684,1
6,2,97,-2.07017543859649,2.92982456140351,1.92982456140351,7.07017543859649,3.41665902560427,0.105263157894737,0
6,3,98,0.929824561403509,0.929824561403509,-2.07017543859649,7.07017543859649,3.41665902560427,0.157894736842105,0
6,4,99,-1.07017543859649,-4.07017543859649,0.929824561403509,7.07017543859649,3.41665902560427,0.210526315789474,0
6,5,100,2.92982456140351,-2.07017543859649,-4.07017543859649,7.07017543859649,3.41665902560427,0.263157894736842,0
6,6,101,4.92982456140351,-1.07017543859649,3.92982456140351,7.07017543859649,3.41665902560427,0.315789473684211,0
6,7,102,2.92982456140351,2.92982456140351,-2.07017543859649,7.07017543859649,3.41665902560427,0.368421052631579,0
6,8,103,-3.07017543859649,4.92982456140351,2.92982456140351,7.07017543859649,3.41665902560427,0.421052631578947,0
6,9,104,4.92982456140351,-5.07017543859649,-5.07017543859649,7.07017543859649,3.41665902560427,0.473684210526316,0
6,10,105,-3.07017543859649,3.92982456140351,-4.07017543859649,7.07017543859649,3.41665902560427,0.526315789473684,0
6,11,106,-4.07017543859649,-6.07017543859649,0.929824561403509,7.07017543859649,3.41665902560427,0.578947368421053,0
6,12,107,2.92982456140351,3.92982456140351,4.92982456140351,7.07017543859649,3.41665902560427,0.631578947368421,0
6,13,108,3.92982456140351,-5.07017543859649,-2.07017543859649,7.07017543859649,3.41665902560427,0.68421052631579,0
6,14,109,-1.07017543859649,1.92982456140351,-1.07017543859649,7.07017543859649,3.41665902560427,0.736842105263158,0
6,15,110,1.92982456140351,3.92982456140351,-6.07017543859649,7.07017543859649,3.41665902560427,0.789473684210526,0
6,16,111,0.929824561403509,-0.0701754385964915,3.92982456140351,7.07017543859649,3.41665902560427,0.842105263157895,0
6,17,112,2.92982456140351,-1.07017543859649,-5.07017543859649,7.07017543859649,3.41665902560427,0.894736842105263,0
6,18,113,-1.07017543859649,0.929824561403509,-1.07017543859649,7.07017543859649,3.41665902560427,0.947368421052632,0
6,19,114,-5.07017543859649,-6.07017543859649,3.92982456140351,7.07017543859649,3.41665902560427,1,0
7,1,115,4.71929824561404,1.71929824561404,-1.28070175438597,6.28070175438597,3.2445249815481,0.0526315789473684,1
7,2,116,2.71929824561404,-1.28070175438597,5.71929824561404,6.28070175438597,3.2445249815481,0.105263157894737,0
7,3,117,-1.28070175438597,2.71929824561404,0.719298245614035,6.28070175438597,3.2445249815481,0.157894736842105,0
7,4,118,4.71929824561404,-2.28070175438597,-4.28070175438597,6.28070175438597,3.2445249815481,0.210526315789474,0
7,5,119,-5.28070175438597,-1.28070175438597,1.71929824561404,6.28070175438597,3.2445249815481,0.263157894736842,0
7,6,120,1.71929824561404,-3.28070175438597,-5.28070175438597,6.28070175438597,3.2445249815481,0.315789473684211,0
7,7,121,0.719298245614035,0.719298245614035,3.71929824561404,6.28070175438597,3.2445249815481,0.368421052631579,0
7,8,122,-0.280701754385965,-4.28070175438597,-0.280701754385965,6.28070175438597,3.2445249815481,0.421052631578947,0
7,9,123,-1.28070175438597,-4.28070175438597,2.71929824561404,6.28070175438597,3.2445249815481,0.473684210526316,0
7,10,124,-2.28070175438597,-3.28070175438597,-5.28070175438597,6.28070175438597,3.2445249815481,0.526315789473684,0
7,11,125,4.71929824561404,-0.280701754385965,5.71929824561404,6.28070175438597,3.2445249815481,0.578947368421053,0
7,12,126,0.719298245614035,1.71929824561404,0.719298245614035,6.28070175438597,3.2445249815481,0.631578947368421,0
7,13,127,-3.28070175438597,-0.280701754385965,-3.28070175438597,6.28070175438597,3.2445249815481,0.68421052631579,0
7,14,128,-3.28070175438597,-3.28070175438597,5.71929824561404,6.28070175438597,3.2445249815481,0.736842105263158,0
7,15,129,1.71929824561404,-4.28070175438597,-0.280701754385965,6.28070175438597,3.2445249815481,0.789473684210526,0
7,16,130,-2.28070175438597,-2.28070175438597,3.71929824561404,6.28070175438597,3.2445249815481,0.842105263157895,0
7,17,131,-1.28070175438597,0.719298245614035,-1.28070175438597,6.28070175438597,3.2445249815481,0.894736842105263,0
7,18,132,3.71929824561404,0.719298245614035,5.71929824561404,6.28070175438597,3.2445249815481,0.947368421052632,0
7,19,133,3.71929824561404,3.71929824561404,-5.28070175438597,6.28070175438597,3.2445249815481,1,0
8,1,134,-5.03508771929825,4.96491228070175,2.96491228070175,7.03508771929825,3.33255003327944,0.0526315789473684,1
8,2,135,-1.03508771929825,2.96491228070175,2.96491228070175,7.03508771929825,3.33255003327944,0.105263157894737,0
8,3,136,-6.03508771929825,0.964912280701754,-2.03508771929825,7.03508771929825,3.33255003327944,0.157894736842105,0
8,4,137,4.96491228070175,3.96491228070175,-3.03508771929825,7.03508771929825,3.33255003327944,0.210526315789474,0
8,5,138,-5.03508771929825,0.964912280701754,1.96491228070175,7.03508771929825,3.33255003327944,0.263157894736842,0
8,6,139,-3.03508771929825,-0.0350877192982457,-5.03508771929825,7.03508771929825,3.33255003327944,0.315789473684211,0
8,7,140,3.96491228070175,3.96491228070175,-2.03508771929825,7.03508771929825,3.33255003327944,0.368421052631579,0
8,8,141,4.96491228070175,4.96491228070175,-3.03508771929825,7.03508771929825,3.33255003327944,0.421052631578947,0
8,9,142,4.96491228070175,3.96491228070175,-4.03508771929825,7.03508771929825,3.33255003327944,0.473684210526316,0
8,10,143,-4.03508771929825,-0.0350877192982457,-3.03508771929825,7.03508771929825,3.33255003327944,0.526315789473684,0
8,11,144,-0.0350877192982457,-1.03508771929825,1.96491228070175,7.03508771929825,3.33255003327944,0.578947368421053,0
8,12,145,-1.03508771929825,0.964912280701754,1.96491228070175,7.03508771929825,3.33255003327944,0.631578947368421,0
8,13,146,3.96491228070175,2.96491228070175,-0.0350877192982457,7.03508771929825,3.33255003327944,0.68421052631579,0
8,14,147,-2.03508771929825,-3.03508771929825,4.96491228070175,7.03508771929825,3.33255003327944,0.736842105263158,0
8,15,148,-2.03508771929825,-0.0350877192982457,-1.03508771929825,7.03508771929825,3.33255003327944,0.789473684210526,0
8,16,149,0.964912280701754,-2.03508771929825,-4.03508771929825,7.03508771929825,3.33255003327944,0.842105263157895,0
8,17,150,0.964912280701754,-2.03508771929825,-6.03508771929825,7.03508771929825,3.33255003327944,0.894736842105263,0
8,18,151,-2.03508771929825,-4.03508771929825,3.96491228070175,7.03508771929825,3.33255003327944,0.947368421052632,0
8,19,152,4.96491228070175,-1.03508771929825,-3.03508771929825,7.03508771929825,3.33255003327944,1,0
9,1,153,1.78947368421053,1.78947368421053,4.78947368421053,6.21052631578947,3.15513664015445,0.0526315789473684,1
9,2,154,2.78947368421053,0.789473684210527,-3.21052631578947,6.21052631578947,3.15513664015445,0.105263157894737,0
9,3,155,0.789473684210527,-4.21052631578947,-4.21052631578947,6.21052631578947,3.15513664015445,0.157894736842105,0
9,4,156,4.78947368421053,-5.21052631578947,-3.21052631578947,6.21052631578947,3.15513664015445,0.210526315789474,0
9,5,157,-4.21052631578947,-0.210526315789473,0.789473684210527,6.21052631578947,3.15513664015445,0.263157894736842,0
9,6,158,-0.210526315789473,-0.210526315789473,-3.21052631578947,6.21052631578947,3.15513664015445,0.315789473684211,0
9,7,159,-2.21052631578947,-0.210526315789473,-2.21052631578947,6.21052631578947,3.15513664015445,0.368421052631579,0
9,8,160,-2.21052631578947,-1.21052631578947,4.78947368421053,6.21052631578947,3.15513664015445,0.421052631578947,0
9,9,161,-2.21052631578947,-5.21052631578947,5.78947368421053,6.21052631578947,3.15513664015445,0.473684210526316,0
